Book Id,Title,Last,First,ISBN13,Average Rating,Publisher,Original Publication Year,Date Read
18498558,Bird Box (Bird Box; #1),Josh,Malerman,None,4.04,Ecco,2014,12/11/19
3684856,Fool,Christopher,Moore,9780060590314,3.97,HarperCollins William Morrow,2009,12/8/19
25451264,Death's End (Remembrance of Earth's Past; #3),Liu,Cixin,9780765377104,4.41,TOR,2010,12/2/19
954674,Little Brother (Little Brother; #1),Cory,Doctorow,9780765319852,3.93,Tor Teen,2008,12/1/19
40917496,Master and Apprentice (Star Wars),Claudia,Gray,9780525619376,4.17,Random House Worlds,2019,8/9/19
8725928,The Unseen Guest (The Incorrigible Children of Ashton Place; #3),Maryrose,Wood,9780061791192,4.1,HarperCollins Canada / Other,2012,11/23/19
41940334,Mr. Know-It-All: The Tarnished Wisdom of a Filth Elder,John,Waters,9781250223944,3.87,Macmillan Audio,2019,11/24/19
29780253,Born a Crime: Stories From a South African Childhood,Trevor,Noah,None,4.49,Doubleday Canada,2016,11/14/19
23168817,The Dark Forest (Remembrance of Earth's Past; #2),Liu,Cixin,None,4.41,Tor Books,2008,11/13/19
6817054,The Baseball Codes: Beanballs; Sign Stealing; and Bench-Clearing Brawls: The Unwritten Rules of America's Pastime,Jason,Turbow,9780375424694,3.81,Pantheon,2010,11/4/19
32736561,Minecraft: The Island (Official Minecraft Novels; #1),Max,Brooks,None,4.18,Del Rey,2017,10/27/19
20518872,The Three-Body Problem (Remembrance of Earth's Past; #1),Liu,Cixin,None,4.08,Tor Books,2006,10/26/19
43837555,Baseball: A History of America's Game (Sport and Society),Benjamin G.,Rader,9780252050794,3.9,University of Illinois Press,1992,5/25/19
40604388,Walkaway,Cory,Doctorow,None,3.76,Tor Books,2017,9/25/19
22059478,Heir to the Jedi (Star Wars),Kevin,Hearne,9780345544858,3.35,Del Rey,2015,10/17/19
12448,Look Homeward; Angel,Thomas,Wolfe,9780743297318,3.92,Scribner,1929,10/8/19
8466286,The Hidden Gallery (The Incorrigible Children of Ashton Place; #2),Maryrose,Wood,9780061791123,4.09,Balzer + Bray,2010,10/6/19
23277298,Dark Disciple (Star Wars),Christie,Golden,None,4.09,Lucas Books,2015,10/7/19
34051011,Pachinko,Min Jin,Lee,None,4.34,Grand Central Publishing,2017,9/8/19
6609748,The Mysterious Howling (The Incorrigible Children of Ashton Place; #1),Maryrose,Wood,9780061791055,3.94,Balzer & Bray,2009,9/6/19
160629,A Bear Called Paddington (Paddington; #1),Michael,Bond,9780007174164,4.24,Harpercollins Childs,1958,8/13/19
77215,The Road to Mars: A Post-Modem Novel,Eric,Idle,9780375703126,3.52,Vintage,1990,8/4/19
65112,The End (A Series of Unfortunate Events; #13),Lemony,Snicket,9780064410168,4.04,HarperCollins Publishers,2006,8/1/19
18478222,Twelve Years a Slave,Solomon,Northup,9780989794800,4.22,Eakin Films & Publishing,1853,8/1/19
22522808,Trigger Warning: Short Fictions and Disturbances,Neil,Gaiman,9780062330260,3.92,William Morrow,2015,7/22/19
38296,The Last of the Mohicans (The Leatherstocking Tales; #2),James Fenimore,Cooper,9780553213294,3.7,Bantam,1826,7/13/19
65110,The Penultimate Peril (A Series of Unfortunate Events; #12),Lemony,Snicket,9780064410151,4.08,HarperCollins Publishers,2005,7/8/19
29588,Someone Comes to Town; Someone Leaves Town,Cory,Doctorow,9780765312808,3.5,Tor Books,2005,7/3/19
216363,The Man in the High Castle,Philip K.,Dick,9780679740674,3.6,Vintage,1962,6/15/19
65111,The Grim Grotto (A Series of Unfortunate Events; #11),Lemony,Snicket,9780064410144,4.02,HarperCollins Publishers,2004,6/10/19
297792,The Slippery Slope (A Series of Unfortunate Events; #10),Lemony,Snicket,9780064410137,4.05,HarperCollins Publishers,2003,5/18/19
318742,The Souls of Black Folk,W.E.B. Du,Bois,None,4.3,Penguin Classics,1903,5/12/19
394535,Blood Meridian; or; the Evening Redness in the West,Cormac,McCarthy,None,4.16,Vintage Books,1985,4/24/19
324277,The Carnivorous Carnival (A Series of Unfortunate Events; #9),Lemony,Snicket,9780064410120,4.01,HarperCollins Publishers,2002,4/19/19
12550,Stiff Upper Lip; Jeeves (Jeeves; #13),P.G.,Wodehouse,9781841591056,4.22,Everyman's Library,1963,4/19/19
20170404,Station Eleven,Emily St. John,Mandel,9780385353304,4.07,Knopf,2014,4/8/19
31451186,Borne (Borne; #1),Jeff,VanderMeer,9780374115241,3.93,MCD / Farrar Straus and Giroux,2017,4/3/19
277950,Hagakure: The Book of the Samurai,Yamamoto,Tsunetomo,9784770029164,4.01,Kodansha USA,1716,4/3/19
12497,No Country for Old Men,Cormac,McCarthy,None,4.16,Knopf Doubleday Publishing Group,2005,3/27/19
65118,The Hostile Hospital (A Series of Unfortunate Events; #8),Lemony,Snicket,9781405206129,3.99,Egmont,2001,3/26/19
150037,The Vile Village (A Series of Unfortunate Events; #7),Lemony,Snicket,9780060566227,3.97,HarperCollins Publishers ,2001,3/16/19
17214,Starship Troopers,Robert A.,Heinlein,None,4.01,Ace Books,1959,3/9/19
172327,The Ersatz Elevator (A Series of Unfortunate Events; #6),Lemony,Snicket,9780060566210,4.05,HarperCollins Publishers ,2001,2/25/19
246245,The Deerslayer (The Leatherstocking Tales; #1),James Fenimore,Cooper,9780451529398,3.7,Signet Classic,1841,2/25/19
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus; #1),Robert M.,Pirsig,9780060589462,3.78,HarperTorch,1974,2/17/19
310612,A Confederacy of Dunces,John Kennedy,Toole,9780802130204,3.89,Grove Weidenfeld,1980,
4671,The Great Gatsby,F. Scott,Fitzgerald,None,3.93,Scribner,1925,
2956,The Adventures of Huckleberry Finn,Mark,Twain,9780142437179,3.83,Penguin Classics,1884,
37813,Letters from the Earth: Uncensored Writings,Mark,Twain,9780060518653,4.18,Harper Perennial Modern Classics,1962,
17383917,The Screwtape Letters,C.S.,Lewis,9780062023179,4.27,HarperOne,1942,
24583,The Adventures of Tom Sawyer,Mark,Twain,9780143039563,3.92,Penguin Classics,1876,
24113,Godel; Escher; Bach: An Eternal Golden Braid,Douglas R.,Hofstadter,9780465026562,4.29,Basic Books,1979,
10534,The Art of War,Sun,Tzu,None,3.95,Harper Press,-400,
414999,Childhood's End,Arthur C.,Clarke,None,4.12,Del Rey Books,1953,
40604658,Jurassic Park (Jurassic Park; #1),Michael,Crichton,9780307763051,4.11,Ballantine Books,1990,
9969571,Ready Player One (Ready Player One; #1),Ernest,Cline,9780307887436,4.23,Crown Publishers,2011,
7624,Lord of the Flies,William,Golding,9780140283334,3.7,Penguin Books ,1954,
19380,Candide,Voltaire,Voltaire,9780486266893,3.76,Dover Publications Incorporated,1759,
24178,Charlotte's Web,E.B.,White,9780064410939,4.2,HarperCollinsPublishers,1952,
227463,A Clockwork Orange,Anthony,Burgess,None,4,W. W. Norton & Company,1962,
32829,Journey to the Center of the Earth,Jules,Verne,9780553213973,3.85,Bantam,1864,
2493,The Time Machine,H.G.,Wells,None,3.89,Signet Classics,1895,
295,Treasure Island,Robert Louis,Stevenson,9780753453803,3.85,Kingfisher,1882,
5129,Brave New World,Aldous,Huxley,9780060929879,3.99,HarperPerennial / Perennial Classics,1932,
17245,Dracula,Bram,Stoker,9780393970128,4.02,Norton,1897,
350,Stranger in a Strange Land,Robert A.,Heinlein,None,3.92,Ace,1961,
170448,Animal Farm,George,Orwell,9780451526342,3.99,Signet Classics,1945,
40961427,1984,George,Orwell,None,4.19,Houghton Mifflin Harcourt,1949,
13079982,Fahrenheit 451,Ray,Bradbury,None,3.96,Simon & Schuster,1953,
136251,Harry Potter and the Deathly Hallows (Harry Potter; #7),J.K.,Rowling,None,4.62,Arthur A. Levine Books,2007,
40611463,The Clan of the Cave Bear (Earth's Children; #1),Jean M.,Auel,None,4.09,Bantam ,1980,
216422,The Last Command (Star Wars: The Thrawn Trilogy; #3),Timothy,Zahn,9780553564921,4.26,Random House Worlds,1993,
216442,Dark Force Rising (Star Wars: The Thrawn Trilogy; #2),Timothy,Zahn,9780553560718,4.18,Random House Worlds,1992,
40604754,Heir to the Empire (Star Wars: The Thrawn Trilogy; #1),Timothy,Zahn,None,4.17,Del Rey,1991,
13573427,Star Wars: Scoundrels,Timothy,Zahn,9780345511508,3.82,Del Rey,2013,
30213123,Empire's End (Star Wars: Aftermath; #3),Chuck,Wendig,9781101966969,3.81,Del Rey,2017,
26895161,Life Debt (Star Wars: Aftermath; #2),Chuck,Wendig,9781101966938,3.73,Del Rey,2016,
25131600,Aftermath (Star Wars: Aftermath; #1),Chuck,Wendig,9780804177665,3.3,Del Rey,2015,
131123,The Austere Academy (A Series of Unfortunate Events; #5),Lemony,Snicket,9780064408639,4.01,HarperCollins,2000,
65119,The Miserable Mill (A Series of Unfortunate Events; #4),Lemony,Snicket,9780439272636,3.86,Scholastic Inc.,2000,
438492,The Wide Window (A Series of Unfortunate Events; #3),Lemony,Snicket,9780064407687,3.95,HarperCollins Publishers,2000,
78418,The Reptile Room (A Series of Unfortunate Events; #2),Lemony,Snicket,None,4.01,Scholastic Inc.,1999,
78411,The Bad Beginning (A Series of Unfortunate Events; #1),Lemony,Snicket,9780439206471,4.01,Scholastic Inc.,1999,
11275323,Raising Steam (Discworld; #40; Moist von Lipwig; #3),Terry,Pratchett,9780857522276,4.01,Doubleday,2013,
42432,God Emperor of Dune (Dune #4),Frank,Herbert,9780575075061,3.88,Victor Gollancz,1981,
117,Heretics of Dune (Dune #5),Frank,Herbert,9780441328000,3.86,Ace Books,1984,
112,Children of Dune (Dune #3),Frank,Herbert,None,3.96,Ace Books,1976,
106,Dune Messiah (Dune Chronicles; #2),Frank,Herbert,9780441172696,3.89,Ace Books,1969,
234225,Dune (Dune; #1),Frank,Herbert,9780340839935,4.28,Hodder,1965,
7733,Gulliver's Travels,Jonathan,Swift,9780141439495,3.58,Penguin,1726,2/5/19
5297,The Picture of Dorian Gray,Oscar,Wilde,None,4.13,Random House: Modern Library,1890,1/27/19
38447,The Handmaid's Tale (The Handmaid's Tale; #1),Margaret,Atwood,None,4.14,Anchor Books,1985,
807801,Simulacron 3 (IMAGINAIRE),Daniel F.,Galouye,9782290007785,4.05,J'ai lu,1964,1/16/19
888628,Neuromancer (Sprawl; #1),William,Gibson,None,3.89,Ace Books,1984,
41820,Pebble in the Sky (Galactic Empire; #3),Isaac,Asimov,9780553293425,3.9,Bantam,1950,
60931,Kindred,Octavia E.,Butler,9780807083697,4.31,Beacon Press,1979,
186074,The Name of the Wind (The Kingkiller Chronicle; #1),Patrick,Rothfuss,9780756404079,4.52,Penguin Group DAW,2007,
4981,Slaughterhouse-Five,Kurt Vonnegut,Jr.,9780385333849,4.1,Dial Press,1969,
168668,Catch-22,Joseph,Heller,9780684833392,3.99,Simon & Schuster ,1961,
30165203,American Gods,Neil,Gaiman,None,4.11,William Morrow,2001,
17061,Coraline,Neil,Gaiman,9780061139376,4.12,William Morrow Paperbacks,2002,
17182126,Steelheart (The Reckoners; #1),Brandon,Sanderson,9780385743563,4.14,Delacorte Press,2013,







